,vannmiljo_code,sample_date,lab,depth1,depth2,par_unit,flag,value
25301,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.49
25305,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.49
45237,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,CL_mg/l,=,2.5
45238,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,CL_mg/l,=,2.6
53391,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,24.0
53393,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,24.0
70287,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,KOND_mS/m,=,1.46
70292,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,KOND_mS/m,=,1.46
60739,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,K_mg/l,=,0.15
60741,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,K_mg/l,=,0.16
82790,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,9.0
82791,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,9.0
87761,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,MG_mg/l,=,0.25
87765,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,MG_mg/l,=,0.24
98959,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,N-SNOX_µg/l N,=,68.0
98961,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,N-SNOX_µg/l N,=,70.0
103129,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,180.0
103130,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,190.0
92927,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,NA_mg/l,=,2.19
92931,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,NA_mg/l,=,2.08
138305,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,15.0
138306,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,17.0
120642,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.03
120666,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.87
147012,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,33.0
147013,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,33.0
153567,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,SIO2_µg/l Si,=,0.43
153568,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,SIO2_µg/l Si,=,0.41
158499,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,SO4_mg/l,=,0.76
158500,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,SO4_mg/l,=,0.76
167474,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,TOC_mg/l C,=,3.1
167478,038-44506,2016-10-03,VestfoldLAB (historic),0.0,0.0,TOC_mg/l C,=,2.9
4324,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,ALK_mmol/l,=,0.053
4333,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,ALK_mmol/l,=,0.051
10393,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,ANC_µekv/l,=,13.4
10401,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,ANC_µekv/l,=,-29.0
25302,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.13
25330,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.57
45231,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,CL_mg/l,=,4.1
45240,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,CL_mg/l,=,3.6
53392,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,22.0
53399,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,15.0
70285,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,KOND_mS/m,=,2.0
70295,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,KOND_mS/m,=,2.2
60732,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,K_mg/l,=,0.2
60743,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,K_mg/l,=,0.12
82784,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,11.0
82794,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,8.0
87762,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,MG_mg/l,=,0.18
87772,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,MG_mg/l,=,0.36
98957,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-SNOX_µg/l N,=,150.0
98966,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-SNOX_µg/l N,=,120.0
103122,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,120.0
103132,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,190.0
92920,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,NA_mg/l,=,2.08
92930,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,NA_mg/l,=,1.8
138298,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,<,2.0
138309,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,6.0
120636,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.27
120671,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.09
147010,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,30.0
147019,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,26.0
153561,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,SIO2_µg/l Si,=,0.81
153570,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,SIO2_µg/l Si,=,0.83
158496,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,SO4_mg/l,=,1.0
158506,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,SO4_mg/l,=,0.82
167468,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,TOC_mg/l C,=,2.0
167477,038-44506,2017-01-02,VestfoldLAB (historic),0.0,0.0,TOC_mg/l C,=,1.5
4485,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,ALK_mmol/l,=,0.07
4488,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,ALK_mmol/l,=,0.071
10237,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,ANC_µekv/l,=,49.4
10242,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,ANC_µekv/l,=,26.7
26787,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.97
26841,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,1.09
45073,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,CL_mg/l,=,3.7
45078,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,CL_mg/l,=,4.8
53529,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,12.0
53540,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,21.0
71045,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,KOND_mS/m,=,2.8
71050,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,KOND_mS/m,=,2.5
60575,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,K_mg/l,=,0.28
60580,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,K_mg/l,=,0.28
82685,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,8.0
82697,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,10.0
87910,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,MG_mg/l,=,0.46
87928,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,MG_mg/l,=,0.41
98877,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-SNOX_µg/l N,=,240.0
98882,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-SNOX_µg/l N,=,340.0
103271,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,410.0
103275,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,270.0
92764,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,NA_mg/l,=,2.36
92782,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,NA_mg/l,=,2.37
138448,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,3.0
138451,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,<,2.0
118446,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.43
118450,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.49
146689,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,22.0
146692,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,29.0
153707,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,SIO2_µg/l Si,=,1.03
153710,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,SIO2_µg/l Si,=,0.96
158348,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,SO4_mg/l,=,0.93
158357,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,SO4_mg/l,=,1.1
167314,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,TOC_mg/l C,=,1.9
167323,038-58868,2017-01-02,VestfoldLAB (historic),0.0,0.0,TOC_mg/l C,=,2.3
28952,055-58813,2017-05-22,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.38
28953,055-58813,2017-05-22,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.52
54158,055-58813,2017-05-22,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,18.0
54160,055-58813,2017-05-22,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,20.0
82220,055-58813,2017-05-22,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,4.0
82221,055-58813,2017-05-22,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,3.0
117796,055-58813,2017-05-22,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.99
117797,055-58813,2017-05-22,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.79
146467,055-58813,2017-05-22,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,24.0
146468,055-58813,2017-05-22,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,21.0
28943,061-58800,2018-06-04,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.34
34478,061-58800,2018-06-04,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.29
54169,061-58800,2018-06-04,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,10.0
54174,061-58800,2018-06-04,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,13.0
82263,061-58800,2018-06-04,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,6.0
82269,061-58800,2018-06-04,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,6.0
117657,061-58800,2018-06-04,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.16
131388,061-58800,2018-06-04,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.06
146526,061-58800,2018-06-04,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,19.0
146532,061-58800,2018-06-04,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,16.0
163526,061-58800,2018-06-04,VestfoldLAB (historic),0.0,0.0,TEMP_°C,=,9.0
164429,061-58800,2018-06-04,VestfoldLAB (historic),0.0,0.0,TEMP_°C,=,9.0
34362,061-58801,2018-06-04,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.37
34373,061-58801,2018-06-04,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.25
55317,061-58801,2018-06-04,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,8.0
55320,061-58801,2018-06-04,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,8.0
84383,061-58801,2018-06-04,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,8.0
84435,061-58801,2018-06-04,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,6.0
131248,061-58801,2018-06-04,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.08
131255,061-58801,2018-06-04,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.97
150140,061-58801,2018-06-04,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,14.0
150143,061-58801,2018-06-04,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,16.0
164355,061-58801,2018-06-04,VestfoldLAB (historic),0.0,0.0,TEMP_°C,=,6.0
164362,061-58801,2018-06-04,VestfoldLAB (historic),0.0,0.0,TEMP_°C,=,7.0
34350,061-58801,2019-04-22,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.79
34351,061-58801,2019-04-22,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.59
131240,061-58801,2019-04-22,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.63
131245,061-58801,2019-04-22,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.35
164360,061-58801,2019-04-22,VestfoldLAB (historic),0.0,0.0,TEMP_°C,=,6.0
164370,061-58801,2019-04-22,VestfoldLAB (historic),0.0,0.0,TEMP_°C,=,5.0
35898,063-58804,2018-05-07,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.61
35902,063-58804,2018-05-07,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.56
56159,063-58804,2018-05-07,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,20.0
56167,063-58804,2018-05-07,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,18.0
84061,063-58804,2018-05-07,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,8.0
84069,063-58804,2018-05-07,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,8.0
128996,063-58804,2018-05-07,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.39
129003,063-58804,2018-05-07,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.14
149137,063-58804,2018-05-07,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,28.0
149143,063-58804,2018-05-07,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,26.0
37380,064-82881,2016-12-12,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.74
37407,064-82881,2016-12-12,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.74
129872,064-82881,2016-12-12,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.3
129925,064-82881,2016-12-12,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.36
37738,067-55330,2016-01-18,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.28
37739,067-55330,2016-01-18,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.28
128271,067-55330,2016-01-18,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.1
128273,067-55330,2016-01-18,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.1
6873,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,ALK_mmol/l,=,0.05
6874,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,ALK_mmol/l,=,0.073
11473,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,ANC_µekv/l,=,33.8
11474,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,ANC_µekv/l,=,-5.75
37889,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.85
37890,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.85
46338,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,CL_mg/l,=,4.7
46339,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,CL_mg/l,=,7.6
56828,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,33.0
56829,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,ILAL_µg/l Al,=,44.0
77270,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,KOND_mS/m,=,3.3
77271,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,KOND_mS/m,=,2.6
61840,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,K_mg/l,=,0.21
61841,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,K_mg/l,=,0.22
83646,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,8.0
83648,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,LAL_µg/l Al,=,27.0
89404,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,MG_mg/l,=,0.54
89409,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,MG_mg/l,=,0.33
99607,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-SNOX_µg/l N,=,55.0
99608,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-SNOX_µg/l N,=,44.0
104814,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,120.0
104815,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,N-TOT_µg/l N,=,130.0
94044,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,NA_mg/l,=,2.53
94049,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,NA_mg/l,=,3.19
140001,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,=,9.0
140002,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,P-TOT_µg/l P,<,2.0
127962,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.34
127963,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.02
148764,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,50.0
148765,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,RAL_µg/l Al,=,52.0
155089,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,SIO2_µg/l Si,=,0.96
155090,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,SIO2_µg/l Si,=,0.88
159589,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,SO4_mg/l,=,0.92
159594,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,SO4_mg/l,=,0.76
169007,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,TOC_mg/l C,=,3.9
169012,067-55419,2017-01-02,VestfoldLAB (historic),0.0,0.0,TOC_mg/l C,=,3.8
38046,067-58825,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.52
38049,067-58825,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.53
127623,067-58825,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.11
127625,067-58825,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.11
39351,082-50219,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.52
40233,082-50219,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.54
132872,082-50219,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.94
134841,082-50219,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.0
40981,082-58871,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.14
40982,082-58871,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.13
133591,082-58871,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.59
133592,082-58871,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.4
41275,082-58873,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.53
41290,082-58873,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.55
132750,082-58873,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.24
132763,082-58873,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,6.08
41371,082-58874,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.2
41372,082-58874,2018-04-30,VestfoldLAB (historic),0.0,0.0,CA_mg/l,=,0.26
132832,082-58874,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.57
132833,082-58874,2018-04-30,VestfoldLAB (historic),0.0,0.0,PH_<ubenevnt>,=,5.38
